Loading norms and the citation graph...
  960 eligible norms (deontic in {'COMPETENCE', 'OBLIGATION', 'PROHIBITION'}, addressee_type known)
  embedding 960 norms for semantic candidate matching (model: text-embedding-3-small, top-8)...
  5649 semantic-similarity index pair(s) found
  3023 candidate pair(s) after addressee_type gate + (graph adjacency OR trigger-keyword match OR semantic similarity)
  1 resolved deterministically (no AI needed), 3022 need AI adjudication (duty_conflict/deontic_polarity_conflict)
  BWBR0040940 art.19 <-> BWBR0051796 art.7 -- competence_competition [High]
  [961/3022] BWBR0052872 art.40 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [962/3022] BWBR0052872 art.42 <-> 32022L2555 art.26 -- NOT_A_CONFLICT
  [963/3022] BWBR0052872 art.40 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [964/3022] BWBR0052872 art.42 <-> 32022L2555 art.26 -- NOT_A_CONFLICT
  [965/3022] BWBR0052872 art.43 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [966/3022] BWBR0052872 art.42 <-> 32022R2554 art.31 -- NOT_A_CONFLICT
  [967/3022] BWBR0052872 art.40 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [968/3022] BWBR0052872 art.43 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [969/3022] BWBR0052872 art.40 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [970/3022] BWBR0052872 art.44 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [971/3022] BWBR0052872 art.44 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [972/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [973/3022] BWBR0052872 art.44 <-> BWBR0048156 art.13 -- NOT_A_CONFLICT
  [974/3022] BWBR0052872 art.43 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [975/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [976/3022] BWBR0052872 art.44 <-> 32022L2555 art.27 -- NOT_A_CONFLICT
  [977/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [978/3022] BWBR0052872 art.44 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [979/3022] BWBR0052872 art.44 <-> 32024R1689 art.71 -- NOT_A_CONFLICT
  [980/3022] BWBR0052872 art.44 <-> 32022R2554 art.45 -- NOT_A_CONFLICT
  [981/3022] BWBR0052872 art.44 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [982/3022] BWBR0052872 art.44 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [983/3022] BWBR0052872 art.44 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [984/3022] BWBR0052872 art.44 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [985/3022] BWBR0052872 art.44 <-> BWBR0040940 art.30 -- NOT_A_CONFLICT
  [986/3022] BWBR0052872 art.44 <-> BWBR0040940 art.48 -- NOT_A_CONFLICT
  [987/3022] BWBR0052872 art.44 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [988/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11.7 -- NOT_A_CONFLICT
  [989/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [990/3022] BWBR0052872 art.44 <-> BWBR0048156 art.16 -- NOT_A_CONFLICT
  [991/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11.7 -- NOT_A_CONFLICT
  [992/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [993/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [994/3022] BWBR0052872 art.44 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [995/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [996/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [997/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [998/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11.11 -- NOT_A_CONFLICT
  [999/3022] BWBR0052872 art.44 <-> BWBR0051796 art.7 -- NOT_A_CONFLICT
  [1000/3022] BWBR0052872 art.44 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1001/3022] BWBR0052872 art.46 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [1002/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1003/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1004/3022] BWBR0052872 art.44 <-> 32022L2555 art.27 -- NOT_A_CONFLICT
  [1005/3022] BWBR0052872 art.44 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1006/3022] BWBR0052872 art.47 <-> 32016R0679 art.13 -- NOT_A_CONFLICT
  [1007/3022] BWBR0052872 art.46 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1008/3022] BWBR0052872 art.47 <-> 32022L2555 art.26 -- NOT_A_CONFLICT
  [1009/3022] BWBR0052872 art.47 <-> 32022L2555 art.27 -- NOT_A_CONFLICT
  [1010/3022] BWBR0052872 art.47 <-> 32016R0679 art.14 -- NOT_A_CONFLICT
  [1011/3022] BWBR0052872 art.47 <-> 32024R1689 art.71 -- NOT_A_CONFLICT
  [1012/3022] BWBR0052872 art.47 <-> 32022L2555 art.27 -- NOT_A_CONFLICT
  [1013/3022] BWBR0052872 art.47 <-> 32022R2554 art.45 -- NOT_A_CONFLICT
  [1014/3022] BWBR0052872 art.47 <-> 32022L2555 art.27 -- NOT_A_CONFLICT
  [1015/3022] BWBR0052872 art.47 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1016/3022] BWBR0052872 art.48 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1017/3022] BWBR0052872 art.48 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1018/3022] BWBR0052872 art.48 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1019/3022] BWBR0052872 art.48 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1020/3022] BWBR0052872 art.48 <-> 32022L2555 art.2 -- NOT_A_CONFLICT
  [1021/3022] BWBR0052872 art.48 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1022/3022] BWBR0052872 art.48 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1023/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1024/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1025/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1026/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1027/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1028/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1029/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1030/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1031/3022] BWBR0052872 art.50 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1032/3022] BWBR0052872 art.50 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1033/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1034/3022] BWBR0052872 art.49 <-> 32022L2555 art.28 -- NOT_A_CONFLICT
  [1035/3022] BWBR0052872 art.51 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [1036/3022] BWBR0052872 art.51 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1037/3022] BWBR0052872 art.51 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [1038/3022] BWBR0052872 art.51 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1039/3022] BWBR0052872 art.51 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1040/3022] BWBR0052872 art.51 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1041/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1042/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1043/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1044/3022] BWBR0052872 art.51 <-> BWBR0052872 art.59 -- NOT_A_CONFLICT
  [1045/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1046/3022] BWBR0052872 art.51 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [1047/3022] BWBR0052872 art.51 <-> 32022L2555 art.11 -- NOT_A_CONFLICT
  [1048/3022] BWBR0052872 art.51 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [1049/3022] BWBR0052872 art.51 <-> BWBR0052872 art.59 -- NOT_A_CONFLICT
  [1050/3022] BWBR0052872 art.51 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1051/3022] BWBR0052872 art.51 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1052/3022] BWBR0052872 art.51 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1053/3022] BWBR0052872 art.51 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1054/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1055/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1056/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1057/3022] BWBR0052872 art.51 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1058/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1059/3022] BWBR0052872 art.51 <-> BWBR0052872 art.59 -- NOT_A_CONFLICT
  [1060/3022] BWBR0052872 art.51 <-> BWBR0048156 art.5 -- NOT_A_CONFLICT
  [1061/3022] BWBR0052872 art.51 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1062/3022] BWBR0052872 art.51 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1063/3022] BWBR0052872 art.51 <-> BWBR0048156 art.16 -- NOT_A_CONFLICT
  [1064/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1065/3022] BWBR0052872 art.51 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1066/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1067/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1068/3022] BWBR0052872 art.51 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1069/3022] BWBR0052872 art.51 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1070/3022] BWBR0052872 art.55 <-> BWBR0040940 art.19 -- NOT_A_CONFLICT
  [1071/3022] BWBR0052872 art.55 <-> BWBR0040940 art.6 -- NOT_A_CONFLICT
  [1072/3022] BWBR0052872 art.51 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [1073/3022] BWBR0052872 art.51 <-> BWBR0049497 art.1 -- NOT_A_CONFLICT
  [1074/3022] BWBR0052872 art.55 <-> BWBR0040940 art.19 -- NOT_A_CONFLICT
  [1075/3022] BWBR0052872 art.55 <-> BWBR0048156 art.16 -- NOT_A_CONFLICT
  [1076/3022] BWBR0052872 art.55 <-> 32016R0679 art.61 -- NOT_A_CONFLICT
  [1077/3022] BWBR0052872 art.55 <-> BWBR0051796 art.6 -- NOT_A_CONFLICT
  [1078/3022] BWBR0052872 art.55 <-> 32022R2554 art.48 -- NOT_A_CONFLICT
  [1079/3022] BWBR0052872 art.55 <-> 32016R0679 art.57 -- NOT_A_CONFLICT
  [1080/3022] BWBR0052872 art.55 <-> 32016R0679 art.60 -- NOT_A_CONFLICT
  [1081/3022] BWBR0052872 art.55 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [1082/3022] BWBR0052872 art.55 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1083/3022] BWBR0052872 art.55 <-> 32024R1689 art.45 -- NOT_A_CONFLICT
  [1084/3022] BWBR0052872 art.56 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1085/3022] BWBR0052872 art.56 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1086/3022] BWBR0052872 art.56 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1087/3022] BWBR0052872 art.56 <-> BWBR0049497 art.1 -- NOT_A_CONFLICT
  [1088/3022] BWBR0052872 art.57 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1089/3022] BWBR0052872 art.57 <-> BWBR0040940 art.19 -- NOT_A_CONFLICT
  [1090/3022] BWBR0052872 art.57 <-> BWBR0052872 art.59 -- NOT_A_CONFLICT
  [1091/3022] BWBR0052872 art.57 <-> BWBR0052872 art.57 -- NOT_A_CONFLICT
  [1092/3022] BWBR0052872 art.58 <-> BWBR0040940 art.11 -- NOT_A_CONFLICT
  [1093/3022] BWBR0052872 art.57 <-> BWBR0052872 art.59 -- NOT_A_CONFLICT
  [1094/3022] BWBR0052872 art.58 <-> BWBR0040940 art.14 -- NOT_A_CONFLICT
  [1095/3022] BWBR0052872 art.58 <-> BWBR0040940 art.19 -- NOT_A_CONFLICT
  [1096/3022] BWBR0052872 art.58 <-> BWBR0040940 art.14 -- NOT_A_CONFLICT
  [1097/3022] BWBR0052872 art.58 <-> BWBR0040940 art.19 -- NOT_A_CONFLICT
  [1098/3022] BWBR0052872 art.58 <-> 32016R0679 art.41 -- NOT_A_CONFLICT
  [1099/3022] BWBR0052872 art.58 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1100/3022] BWBR0052872 art.57 <-> BWBR0049497 art.1 -- NOT_A_CONFLICT
  [1101/3022] BWBR0052872 art.58 <-> 32016R0679 art.56 -- NOT_A_CONFLICT
  [1102/3022] BWBR0052872 art.58 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1103/3022] BWBR0052872 art.58 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1104/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1105/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1106/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1107/3022] BWBR0052872 art.58 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [1108/3022] BWBR0052872 art.58 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1109/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1110/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1111/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1112/3022] BWBR0052872 art.58 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [1113/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1114/3022] BWBR0052872 art.58 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1115/3022] BWBR0052872 art.58 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [1116/3022] BWBR0052872 art.58 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [1117/3022] BWBR0052872 art.58 <-> BWBR0040940 art.6 -- NOT_A_CONFLICT
  [1118/3022] BWBR0052872 art.58 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [1119/3022] BWBR0052872 art.58 <-> BWBR0040940 art.11 -- NOT_A_CONFLICT
  [1120/3022] BWBR0052872 art.58 <-> BWBR0040940 art.14 -- NOT_A_CONFLICT
  [1121/3022] BWBR0052872 art.58 <-> BWBR0040940 art.19 -- NOT_A_CONFLICT
  [1122/3022] BWBR0052872 art.58 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1123/3022] BWBR0052872 art.58 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1124/3022] BWBR0052872 art.58 <-> 32016R0679 art.56 -- NOT_A_CONFLICT
  [1125/3022] BWBR0052872 art.58 <-> 32016R0679 art.41 -- NOT_A_CONFLICT
  [1126/3022] BWBR0052872 art.58 <-> 32016R0679 art.58 -- NOT_A_CONFLICT
  [1127/3022] BWBR0052872 art.58 <-> 32016R0679 art.58 -- NOT_A_CONFLICT
  [1128/3022] BWBR0052872 art.58 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1129/3022] BWBR0052872 art.58 <-> 32016R0679 art.81 -- NOT_A_CONFLICT
  [1130/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1131/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1132/3022] BWBR0052872 art.58 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1133/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1134/3022] BWBR0052872 art.58 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [1135/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1136/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1137/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1138/3022] BWBR0052872 art.58 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [1139/3022] BWBR0052872 art.58 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [1140/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1141/3022] BWBR0052872 art.58 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1142/3022] BWBR0052872 art.58 <-> BWBR0040940 art.17 -- NOT_A_CONFLICT
  [1143/3022] BWBR0052872 art.58 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [1144/3022] BWBR0052872 art.58 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [1145/3022] BWBR0052872 art.58 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1146/3022] BWBR0052872 art.58 <-> BWBR0040940 art.18 -- NOT_A_CONFLICT
  [1147/3022] BWBR0052872 art.58 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1148/3022] BWBR0052872 art.58 <-> 32016R0679 art.41 -- NOT_A_CONFLICT
  [1149/3022] BWBR0052872 art.58 <-> 32016R0679 art.58 -- NOT_A_CONFLICT
  [1150/3022] BWBR0052872 art.58 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1151/3022] BWBR0052872 art.58 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1152/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1153/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1154/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1155/3022] BWBR0052872 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1156/3022] BWBR0052872 art.58 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1157/3022] BWBR0052872 art.58 <-> 32016R0679 art.56 -- NOT_A_CONFLICT
  [1158/3022] BWBR0052872 art.58 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [1159/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1160/3022] BWBR0052872 art.58 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [1161/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1162/3022] BWBR0052872 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1163/3022] BWBR0052872 art.58 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [1164/3022] BWBR0052872 art.58 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [1165/3022] BWBR0052872 art.58 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1166/3022] BWBR0052872 art.58 <-> 32024R1689 art.100 -- NOT_A_CONFLICT
  [1167/3022] BWBR0052872 art.58 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [1168/3022] BWBR0052872 art.59 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1169/3022] BWBR0052872 art.59 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1170/3022] BWBR0052872 art.59 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1171/3022] BWBR0052872 art.59 <-> 32016R0679 art.41 -- NOT_A_CONFLICT
  [1172/3022] BWBR0052872 art.59 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1173/3022] BWBR0052872 art.59 <-> 32016R0679 art.58 -- NOT_A_CONFLICT
  [1174/3022] BWBR0052872 art.59 <-> 32016R0679 art.56 -- NOT_A_CONFLICT
  [1175/3022] BWBR0052872 art.59 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1176/3022] BWBR0052872 art.59 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1177/3022] BWBR0052872 art.59 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1178/3022] BWBR0052872 art.59 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [1179/3022] BWBR0052872 art.59 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [1180/3022] BWBR0052872 art.59 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1181/3022] BWBR0052872 art.59 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1182/3022] BWBR0052872 art.59 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [1183/3022] BWBR0052872 art.59 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [1184/3022] BWBR0052872 art.59 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [1185/3022] BWBR0052872 art.59 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [1186/3022] BWBR0052872 art.59 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [1187/3022] BWBR0052872 art.59 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [1188/3022] BWBR0052872 art.60 <-> 32016R0679 art.61 -- NOT_A_CONFLICT
  [1189/3022] BWBR0052872 art.60 <-> BWBR0040940 art.20 -- NOT_A_CONFLICT
  [1190/3022] BWBR0052872 art.60 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [1191/3022] BWBR0052872 art.60 <-> 32022R2554 art.37 -- NOT_A_CONFLICT
  [1192/3022] BWBR0052872 art.60 <-> 32022L2555 art.33 -- NOT_A_CONFLICT
  [1193/3022] BWBR0052872 art.60 <-> 32016R0679 art.61 -- NOT_A_CONFLICT
  [1194/3022] BWBR0052872 art.60 <-> 32022L2555 art.37 -- NOT_A_CONFLICT
  [1195/3022] BWBR0052872 art.60 <-> 32022L2555 art.37 -- NOT_A_CONFLICT
  [1196/3022] BWBR0052872 art.62 <-> BWBR0040940 art.30 -- NOT_A_CONFLICT
  [1197/3022] BWBR0052872 art.61 <-> 32022L2555 art.37 -- NOT_A_CONFLICT
  [1198/3022] BWBR0052872 art.62 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1199/3022] BWBR0052872 art.65 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [1200/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1201/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1202/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1203/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1204/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1205/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1206/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1207/3022] BWBR0052872 art.65 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1208/3022] BWBR0052872 art.70 <-> BWBR0040940 art.30 -- NOT_A_CONFLICT
  [1209/3022] BWBR0052872 art.68 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1210/3022] BWBR0052872 art.68 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1211/3022] BWBR0052872 art.68 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1212/3022] BWBR0052872 art.70 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1213/3022] BWBR0052872 art.70 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1214/3022] BWBR0052872 art.70 <-> BWBR0009950 art.11.7a -- NOT_A_CONFLICT
  [1215/3022] BWBR0052872 art.70 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1216/3022] BWBR0052872 art.70 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1217/3022] BWBR0052872 art.70 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1218/3022] BWBR0052872 art.70 <-> 32016R0679 art.52 -- NOT_A_CONFLICT
  [1219/3022] BWBR0052872 art.71 <-> BWBR0048156 art.20 -- NOT_A_CONFLICT
  [1220/3022] BWBR0052872 art.71 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1221/3022] BWBR0052872 art.72 <-> BWBR0040940 art.3 -- NOT_A_CONFLICT
  [1222/3022] BWBR0052872 art.71 <-> 32016R0679 art.57 -- NOT_A_CONFLICT
  [1223/3022] BWBR0052872 art.71 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [1224/3022] BWBR0052872 art.72 <-> BWBR0040940 art.14 -- NOT_A_CONFLICT
  [1225/3022] BWBR0052872 art.72 <-> BWBR0040940 art.30a -- NOT_A_CONFLICT
  [1226/3022] BWBR0052872 art.72 <-> BWBR0040940 art.30 -- NOT_A_CONFLICT
  [1227/3022] BWBR0052872 art.72 <-> BWBR0048156 art.16 -- NOT_A_CONFLICT
  [1228/3022] BWBR0052872 art.72 <-> BWBR0040940 art.48 -- NOT_A_CONFLICT
  [1229/3022] BWBR0052872 art.72 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1230/3022] BWBR0052872 art.72 <-> BWBR0009950 art.11.7 -- NOT_A_CONFLICT
  [1231/3022] BWBR0052872 art.72 <-> BWBR0009950 art.11.7a -- NOT_A_CONFLICT
  [1232/3022] BWBR0052872 art.72 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1233/3022] BWBR0052872 art.72 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1234/3022] BWBR0052872 art.74 <-> 32016R0679 art.64 -- NOT_A_CONFLICT
  [1235/3022] BWBR0052872 art.72 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
